GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,latitude,longitude,system:time_start,Version,PLOT_ID,LAIe_Miller_up,LAIe_Miller_up_err,LAI_Miller_up,LAI_Miller_up_err,clumping_Miller_up,clumping_Miller_up_err,LAIe_Warren_up,LAIe_Warren_up_err,LAI_Warren_up,LAI_Warren_up_err,clumping_Warren_up,clumping_Warren_up_err,LAIe_Miller_down,LAIe_Miller_down_err,LAI_Miller_down,LAI_Miller_down_err,clumping_Miller_down,clumping_Miller_down_err,LAIe_Warren_down,LAIe_Warren_down_err,LAI_Warren_down,LAI_Warren_down_err,clumping_Warren_down,clumping_Warren_down_err,up_flag,down_flag
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1561398420000.0,2.0,SERC_054,4.43,0.13,5.78,0.15,0.767,0.029,3.38,0.18,4.57,0.17,0.74,0.05,0.171,0.019,0.213,0.028,0.80,0.14,0.145,0.025,0.20,0.06,0.73,0.25,0,0
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1562641920000.0,2.0,SERC_054,4.55,0.12,5.96,0.14,0.764,0.027,3.32,0.14,4.45,0.17,0.75,0.04,0.491,0.025,0.546,0.031,0.90,0.07,0.361,0.029,0.40,0.04,0.90,0.11,0,0
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1563936960000.0,2.0,SERC_054,4.36,0.12,5.75,0.14,0.759,0.027,3.37,0.15,4.63,0.19,0.73,0.04,0.429,0.025,0.478,0.029,0.90,0.08,0.349,0.033,0.39,0.04,0.89,0.13,0,0
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1565117640000.0,2.0,SERC_054,4.37,0.12,5.70,0.14,0.767,0.029,3.18,0.12,4.21,0.15,0.76,0.04,0.207,0.013,0.231,0.018,0.90,0.09,0.198,0.017,0.208,0.019,0.95,0.12,0,0
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1566319020000.0,2.0,SERC_054,4.37,0.12,5.71,0.15,0.766,0.029,3.56,0.13,4.57,0.16,0.78,0.04,0.333,0.021,0.368,0.025,0.91,0.09,0.319,0.028,0.338,0.031,0.94,0.12,0,8
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1567536660000.0,2.0,SERC_054,4.58,0.12,5.97,0.15,0.767,0.028,3.24,0.12,4.42,0.17,0.73,0.04,0.231,0.016,0.254,0.018,0.91,0.09,0.223,0.024,0.245,0.030,0.91,0.15,0,8
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1568738040000.0,2.0,SERC_054,4.17,0.12,5.75,0.15,0.726,0.029,3.03,0.17,4.54,0.17,0.67,0.04,0.130,0.010,0.143,0.011,0.91,0.10,0.136,0.011,0.147,0.015,0.92,0.12,64,0
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1569951660000.0,2.0,SERC_054,4.40,0.12,5.71,0.15,0.771,0.029,3.21,0.15,4.32,0.17,0.74,0.05,0.117,0.011,0.132,0.014,0.89,0.13,0.120,0.017,0.131,0.021,0.91,0.19,0,8
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1571162580000.0,2.0,SERC_054,3.36,0.11,4.63,0.13,0.726,0.031,2.50,0.12,3.56,0.15,0.70,0.04,0.115,0.006,0.119,0.007,0.96,0.08,0.109,0.009,0.112,0.010,0.98,0.12,0,0
GBOV_RM7_211,SmithsonianEnvironmentalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,1572334320000.0,2.0,SERC_054,3.04,0.10,4.17,0.11,0.729,0.030,2.22,0.12,3.13,0.15,0.71,0.05,0.088,0.006,0.092,0.006,0.96,0.09,0.080,0.010,0.091,0.019,0.88,0.22,0,0
GBOV_RM7_601,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1432080000000.0,2.0,CPER_016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.185,0.006,0.189,0.006,0.98,0.04,0.173,0.007,0.177,0.008,0.98,0.06,-999,0
GBOV_RM7_601,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1495584000000.0,2.0,CPER_016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.192,0.009,0.198,0.009,0.97,0.06,0.183,0.011,0.187,0.012,0.98,0.09,-999,0
GBOV_RM7_490,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1438041600000.0,2.0,TALL_010,2.48,0.09,3.83,0.13,0.647,0.031,2.42,0.11,3.68,0.15,0.66,0.04,1.33,0.07,1.58,0.08,0.84,0.06,1.04,0.10,1.21,0.11,0.86,0.11,0,32
GBOV_RM7_696,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1438214400000.0,2.0,ORNL_014,4.02,0.11,5.29,0.14,0.759,0.028,3.01,0.12,4.09,0.16,0.74,0.04,0.789,0.024,0.825,0.026,0.96,0.04,0.55,0.04,0.58,0.04,0.95,0.09,0,24
GBOV_RM7_696,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1495670400000.0,2.0,ORNL_014,3.64,0.10,4.60,0.13,0.790,0.031,2.61,0.12,3.37,0.15,0.78,0.05,1.76,0.09,2.19,0.10,0.80,0.05,1.27,0.12,1.53,0.14,0.83,0.11,0,0
GBOV_RM7_720,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1438300800000.0,2.0,ORNL_032,3.82,0.12,5.30,0.16,0.721,0.032,3.20,0.15,4.53,0.18,0.71,0.04,0.436,0.021,0.455,0.023,0.96,0.07,0.332,0.031,0.347,0.035,0.96,0.13,0,8
GBOV_RM7_720,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1495584000000.0,2.0,ORNL_032,3.28,0.10,4.41,0.13,0.743,0.032,3.08,0.19,4.23,0.20,0.73,0.06,0.60,0.04,0.73,0.06,0.82,0.09,0.47,0.07,0.63,0.10,0.75,0.16,0,0
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1401840000000.0,2.0,ORNL_057,4.02,0.11,5.55,0.16,0.725,0.030,3.13,0.14,4.19,0.18,0.75,0.05,0.88,0.06,1.20,0.09,0.73,0.07,0.75,0.10,0.98,0.13,0.77,0.14,2,2
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1402963200000.0,2.0,ORNL_057,3.75,0.11,5.11,0.14,0.734,0.031,2.85,0.14,3.77,0.22,0.76,0.06,1.02,0.06,1.31,0.10,0.78,0.08,0.77,0.07,0.94,0.11,0.82,0.12,2,18
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1404172800000.0,2.0,ORNL_057,3.98,0.12,5.41,0.15,0.736,0.029,3.20,0.14,4.22,0.23,0.76,0.05,1.01,0.06,1.24,0.09,0.82,0.08,0.72,0.08,0.84,0.11,0.86,0.15,0,8
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1406592000000.0,2.0,ORNL_057,3.66,0.10,5.00,0.14,0.732,0.029,2.74,0.13,3.77,0.17,0.73,0.05,1.18,0.06,1.39,0.07,0.85,0.06,0.86,0.07,0.98,0.10,0.88,0.11,2,2
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1407801600000.0,2.0,ORNL_057,3.36,0.09,4.45,0.12,0.755,0.028,2.87,0.11,3.72,0.14,0.77,0.04,1.17,0.06,1.40,0.07,0.84,0.06,0.82,0.08,1.01,0.13,0.81,0.13,2,2
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1409011200000.0,2.0,ORNL_057,3.24,0.09,4.59,0.13,0.705,0.027,2.60,0.11,3.62,0.14,0.72,0.04,0.94,0.05,1.11,0.06,0.85,0.06,0.73,0.08,0.85,0.10,0.85,0.13,2,2
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1410220800000.0,2.0,ORNL_057,3.52,0.09,4.67,0.12,0.754,0.028,2.85,0.13,3.81,0.17,0.75,0.05,0.85,0.05,1.02,0.06,0.84,0.07,0.69,0.07,0.79,0.08,0.88,0.13,2,2
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1411344000000.0,2.0,ORNL_057,3.12,0.09,4.21,0.12,0.742,0.029,2.52,0.11,3.31,0.15,0.76,0.05,0.80,0.04,0.91,0.05,0.88,0.07,0.62,0.06,0.71,0.08,0.87,0.13,0,0
GBOV_RM7_732,OakRidge,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,334,Mixed Forest,35.9641189575195,-84.282600402832,1412640000000.0,2.0,ORNL_057,3.12,0.09,4.09,0.11,0.763,0.029,2.85,0.13,3.66,0.15,0.78,0.05,0.502,0.028,0.552,0.032,0.91,0.07,0.41,0.04,0.45,0.05,0.92,0.13,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1399507200000.0,2.0,BART_041,1.08,0.07,2.04,0.14,0.53,0.05,0.93,0.05,1.63,0.12,0.57,0.05,0.0333,0.0017,0.0336,0.0018,0.99,0.07,0.051,0.004,0.051,0.004,0.99,0.12,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1400630400000.0,2.0,BART_041,3.20,0.10,4.58,0.14,0.699,0.031,2.70,0.10,3.80,0.17,0.71,0.04,0.349,0.019,0.396,0.027,0.88,0.08,0.327,0.029,0.39,0.06,0.85,0.15,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1401840000000.0,2.0,BART_041,4.18,0.11,5.50,0.14,0.761,0.027,3.39,0.14,4.40,0.17,0.77,0.04,0.393,0.026,0.461,0.034,0.85,0.08,0.37,0.04,0.41,0.05,0.89,0.14,64,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1403136000000.0,2.0,BART_041,4.22,0.12,5.90,0.16,0.715,0.028,3.22,0.14,4.64,0.22,0.69,0.04,0.708,0.033,0.80,0.04,0.88,0.06,0.56,0.05,0.63,0.07,0.90,0.13,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1404259200000.0,2.0,BART_041,4.28,0.12,6.05,0.16,0.707,0.028,3.65,0.18,5.18,0.23,0.71,0.05,0.395,0.027,0.460,0.035,0.86,0.09,0.35,0.04,0.41,0.07,0.84,0.17,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1405468800000.0,2.0,BART_041,4.70,0.13,6.19,0.16,0.759,0.029,3.88,0.16,5.03,0.18,0.77,0.04,0.288,0.024,0.351,0.033,0.82,0.10,0.25,0.04,0.29,0.05,0.86,0.19,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1406678400000.0,2.0,BART_041,4.41,0.12,6.02,0.16,0.732,0.028,3.91,0.18,5.25,0.25,0.75,0.05,0.435,0.026,0.492,0.032,0.88,0.08,0.35,0.04,0.38,0.04,0.93,0.14,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1409011200000.0,2.0,BART_041,4.65,0.12,6.21,0.15,0.748,0.027,3.67,0.16,4.79,0.21,0.77,0.05,0.909,0.032,0.97,0.04,0.94,0.05,0.67,0.04,0.72,0.05,0.92,0.09,0,16
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1410307200000.0,2.0,BART_041,4.58,0.11,6.08,0.15,0.752,0.026,3.77,0.19,5.11,0.22,0.74,0.05,0.306,0.020,0.343,0.026,0.89,0.09,0.266,0.024,0.295,0.032,0.90,0.13,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1411516800000.0,2.0,BART_041,3.53,0.10,4.69,0.12,0.752,0.029,2.62,0.10,3.38,0.13,0.78,0.04,0.679,0.030,0.74,0.04,0.92,0.06,0.56,0.05,0.63,0.07,0.90,0.12,64,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1412812800000.0,2.0,BART_041,3.41,0.11,4.98,0.15,0.686,0.030,2.72,0.12,3.96,0.17,0.69,0.04,0.238,0.020,0.281,0.028,0.85,0.11,0.212,0.030,0.28,0.07,0.77,0.22,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1431993600000.0,2.0,BART_041,3.52,0.11,4.75,0.15,0.741,0.032,3.34,0.13,4.61,0.20,0.72,0.04,0.196,0.018,0.225,0.022,0.87,0.12,0.21,0.04,0.24,0.04,0.88,0.23,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1433203200000.0,2.0,BART_041,4.42,0.11,5.76,0.15,0.766,0.028,3.92,0.13,4.99,0.21,0.78,0.04,0.292,0.027,0.349,0.034,0.84,0.11,0.28,0.05,0.34,0.07,0.82,0.22,0,2
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1434412800000.0,2.0,BART_041,4.78,0.13,6.31,0.15,0.757,0.027,4.07,0.14,5.27,0.19,0.77,0.04,0.275,0.025,0.351,0.035,0.78,0.11,0.23,0.05,0.39,0.11,0.60,0.21,1,9
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1435449600000.0,2.0,BART_041,4.19,0.11,5.52,0.14,0.758,0.027,3.55,0.16,4.75,0.22,0.75,0.05,0.281,0.025,0.342,0.034,0.82,0.11,0.26,0.05,0.35,0.09,0.74,0.23,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1436832000000.0,2.0,BART_041,4.44,0.13,6.20,0.18,0.717,0.029,3.53,0.17,5.05,0.23,0.70,0.05,0.411,0.027,0.462,0.034,0.89,0.09,0.38,0.04,0.43,0.06,0.88,0.16,8,32
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1438128000000.0,2.0,BART_041,4.83,0.12,6.37,0.16,0.759,0.027,3.90,0.14,4.97,0.19,0.78,0.04,0.307,0.023,0.352,0.029,0.87,0.10,0.273,0.030,0.298,0.035,0.92,0.15,8,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1439251200000.0,2.0,BART_041,4.63,0.12,6.21,0.16,0.746,0.027,3.82,0.14,4.92,0.20,0.78,0.04,0.606,0.023,0.651,0.029,0.93,0.05,0.470,0.027,0.50,0.04,0.94,0.09,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1440633600000.0,2.0,BART_041,4.73,0.13,6.27,0.16,0.754,0.027,3.65,0.13,4.80,0.19,0.76,0.04,0.594,0.022,0.619,0.025,0.96,0.05,0.476,0.031,0.50,0.04,0.95,0.10,8,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1441756800000.0,2.0,BART_041,4.34,0.11,5.69,0.15,0.762,0.028,3.73,0.12,4.79,0.17,0.78,0.04,0.456,0.018,0.473,0.020,0.96,0.06,0.367,0.024,0.380,0.028,0.97,0.09,8,8
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1442880000000.0,2.0,BART_041,4.23,0.12,5.69,0.16,0.744,0.029,3.57,0.16,4.74,0.20,0.75,0.05,0.497,0.020,0.520,0.022,0.96,0.06,0.395,0.026,0.410,0.031,0.96,0.10,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1444003200000.0,2.0,BART_041,4.32,0.12,5.70,0.15,0.757,0.028,3.45,0.13,4.47,0.16,0.77,0.04,0.246,0.018,0.272,0.021,0.91,0.10,0.247,0.030,0.27,0.04,0.90,0.17,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1445212800000.0,2.0,BART_041,3.15,0.10,4.55,0.15,0.692,0.032,2.56,0.12,3.48,0.16,0.73,0.05,0.202,0.014,0.220,0.017,0.92,0.09,0.230,0.024,0.255,0.032,0.90,0.15,8,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1463443200000.0,2.0,BART_041,1.25,0.06,2.25,0.13,0.56,0.04,1.17,0.08,2.13,0.17,0.55,0.06,0.263,0.012,0.272,0.013,0.97,0.06,0.242,0.016,0.247,0.017,0.98,0.09,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1464739200000.0,2.0,BART_041,4.42,0.11,5.86,0.15,0.755,0.027,3.27,0.13,4.32,0.16,0.76,0.04,0.629,0.032,0.69,0.04,0.91,0.07,0.49,0.04,0.53,0.04,0.93,0.10,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1465862400000.0,2.0,BART_041,4.27,0.12,5.79,0.15,0.739,0.029,3.44,0.17,4.69,0.22,0.73,0.05,0.253,0.021,0.294,0.027,0.86,0.11,0.24,0.04,0.29,0.06,0.82,0.20,0,16
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1467072000000.0,2.0,BART_041,4.45,0.13,5.94,0.15,0.749,0.029,3.44,0.14,4.63,0.18,0.74,0.04,0.556,0.027,0.593,0.031,0.94,0.07,0.44,0.04,0.47,0.04,0.95,0.12,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1468281600000.0,2.0,BART_041,4.43,0.12,5.89,0.15,0.753,0.028,3.42,0.15,4.58,0.18,0.75,0.04,0.441,0.029,0.49,0.04,0.89,0.09,0.38,0.05,0.44,0.07,0.87,0.18,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1469491200000.0,2.0,BART_041,4.41,0.12,5.83,0.16,0.758,0.029,3.42,0.13,4.49,0.18,0.76,0.04,0.458,0.033,0.53,0.05,0.87,0.10,0.39,0.05,0.45,0.08,0.86,0.18,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1470700800000.0,2.0,BART_041,4.61,0.12,6.13,0.16,0.751,0.028,3.68,0.14,4.85,0.19,0.76,0.04,0.671,0.023,0.696,0.026,0.96,0.05,0.496,0.031,0.52,0.04,0.96,0.10,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1471910400000.0,2.0,BART_041,4.41,0.12,5.83,0.15,0.757,0.028,3.40,0.13,4.47,0.20,0.76,0.04,0.618,0.023,0.645,0.027,0.96,0.05,0.490,0.030,0.51,0.04,0.95,0.09,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1473206400000.0,2.0,BART_041,4.37,0.12,5.98,0.16,0.730,0.028,3.29,0.12,4.58,0.17,0.72,0.04,0.377,0.027,0.433,0.033,0.87,0.09,0.324,0.031,0.38,0.05,0.84,0.14,8,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1474243200000.0,2.0,BART_041,4.14,0.11,5.45,0.14,0.759,0.028,3.52,0.13,4.67,0.17,0.75,0.04,0.353,0.019,0.389,0.025,0.91,0.08,0.267,0.026,0.29,0.04,0.92,0.14,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1475539200000.0,2.0,BART_041,4.15,0.11,5.30,0.15,0.783,0.031,3.80,0.18,4.91,0.21,0.78,0.05,0.156,0.013,0.177,0.016,0.89,0.11,0.159,0.022,0.171,0.025,0.93,0.19,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1476748800000.0,2.0,BART_041,2.84,0.09,4.22,0.14,0.673,0.031,2.66,0.11,3.73,0.15,0.71,0.04,0.102,0.012,0.120,0.015,0.85,0.15,0.102,0.021,0.114,0.026,0.90,0.28,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1493683200000.0,2.0,BART_041,1.02,0.05,1.74,0.10,0.58,0.04,1.11,0.07,1.85,0.12,0.60,0.05,0.0285,0.0029,0.0299,0.0034,0.96,0.14,0.034,0.004,0.035,0.004,0.98,0.15,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1494892800000.0,2.0,BART_041,1.89,0.07,2.78,0.11,0.68,0.04,1.65,0.07,2.42,0.14,0.68,0.05,0.054,0.004,0.056,0.004,0.96,0.10,0.060,0.006,0.061,0.006,0.98,0.14,0,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1496275200000.0,2.0,BART_041,3.70,0.11,5.24,0.15,0.706,0.029,2.97,0.13,4.19,0.18,0.71,0.04,0.530,0.029,0.60,0.04,0.88,0.07,0.47,0.04,0.50,0.04,0.93,0.11,8,0
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1497398400000.0,2.0,BART_041,3.82,0.11,5.22,0.14,0.732,0.029,2.93,0.16,4.10,0.16,0.71,0.05,0.511,0.026,0.537,0.027,0.95,0.07,0.392,0.031,0.407,0.033,0.96,0.11,0,8
GBOV_RM7_790,BartlettExperimentalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,232,Mixed Forest,44.063901,-71.287308,1498521600000.0,2.0,BART_041,3.86,0.11,5.31,0.15,0.728,0.030,3.17,0.16,4.39,0.21,0.72,0.05,0.462,0.034,0.53,0.04,0.86,0.09,0.42,0.05,0.51,0.09,0.82,0.18,0,0
